GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,7.66802,7.7 [4.5-11.0],4.48906,10.97749
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2877.83203,2877.8,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2018,2018,2018,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,17903.0,17 903 [13 712-23 249],13712.0,23249.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,2.24278,2.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.12572,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1994,1994,1994,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,25.44709,25.4 [20.5-30.8],20.49908,30.7982
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,2694.0,2694 [1520-3923],1520.0,3923.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.09742,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,7.80016,7.8,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,5592.0,5592 [4005-7726],4005.0,7726.0
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,12.54246,12.5 [9.0-17.6],9.03444,17.62197
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.09842,0.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,69.04342,69.0 [63.5-75.0],63.49379,75.00969
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,4.20211,4.2,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,32.47252,32.5 [27.2-38.7],27.20456,38.73583
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1988,1988,1988,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,148381.0,148 381 [139 601-157 504],139601.0,157504.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1993,1993,1993,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,172.41763,172.4 [158.6-186.8],158.61976,186.77204
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1994,1994,1994,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,44661.0,44 661 [41 790-47 530],41790.0,47530.0
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2000,2000,2000,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,5845.0,5845 [5144-6652],5144.0,6652.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1977,1977,1977,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,224.32375,224.3 [206.6-244.0],206.61495,243.96583
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1992,1992,1992,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,6669.0,6669 [5375-8100],5375.0,8100.0
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,10.28046,10.3 [8.3-12.5],8.30632,12.54574
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,8684.0,8684 [7726-9776],7726.0,9776.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,13874.50611,13874.5,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/stillbirth-rate-%28per-1000-total-births%29,2008,2008,2008,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,20.78906,20.8 [17.5-24.5],17.48134,24.53936
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.14416,4.1,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1997,1997,1997,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,25549.0,25 549 [22 974-28 449],22974.0,28449.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1975,1975,1975,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,202.65674,202.7 [185.7-221.7],185.70966,221.7011
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1989,1989,1989,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,42448.0,42 448 [39 620-45 310],39620.0,45310.0
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2007,2007,2007,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,26.87096,26.9 [24.0-30.0],24.04306,30.02754
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,221.3935,221.4,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,8.01559,8.0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2602.1362,2602.1,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1968,1968,1968,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,46540.0,46 540 [41 338-52 504],41338.0,52504.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.13052,0.1,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,1996,1996,1996,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,11558.0,11 558 [10 316-13 034],10316.0,13034.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.49282,2.5,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2005,2005,2005,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,17297.0,17 297 [15 297-19 480],15297.0,19480.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2933.81163,2933.8,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.24013,0.2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006,2006,2006,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00928,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,12243.0,12 243 [7824-18 756],7824.0,18756.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2350.92357,2351,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.76514,1.8,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.16825,0.2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.28294,0.3,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,92467.0,92 467 [84 294-101 606],84294.0,101606.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1966,1966,1966,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,189.5166,189.5 [166.9-215.7],166.93961,215.65111
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,307.20123,307.2,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,6678.0,6678 [5201-8263],5201.0,8263.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.15151,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,3363.6458,3364,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,4.91216,4.9 [0.6-10.9],0.59335,10.90979
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,13694.05415,13694.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,13869.01484,13869.0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0691,0.1,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,1991,1991,1991,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,27.52472,27.5 [23.8-31.7],23.80527,31.74189
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,15.23073,15.2 [12.7-18.1],12.68875,18.10186
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,10987.13965,10987.1,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/stillbirth-rate-%28per-1000-total-births%29,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,16.32998,16.3 [15.5-17.2],15.53773,17.1781
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,8.12266,8.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,18.96539,19,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03369,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.58918,0.6,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08734,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0788,0.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2000,2000,2000,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,111.22142,111.2 [99.6-123.7],99.55177,123.65908
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2003,2003,2003,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,14020.0,14 020 [11 414-16 766],11414.0,16766.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0314,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1993,1993,1993,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,170.25311,170.3 [160.3-180.8],160.34193,180.79464
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2008,2008,2008,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,17.69171,17.7 [15.0-20.7],15.00974,20.74964
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,14281.05341,14 281,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1999,1999,1999,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,24.26377,24.3 [20.0-28.9],19.99248,28.91157
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2813.14207,2813.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,1255.39576,1255,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,16.64691,16.6,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,51104.0,51 104 [46 403-56 138],46403.0,56138.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,14277.21231,14 277,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,3658.6109,3659,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,3548.83803,3549,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,43538.39344,43 538,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.21949,4.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.08285,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,11.78969,11.8 [9.7-14.3],9.67556,14.2827
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00013,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2013,2013,2013,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,19.9975,20.0 [15.0-25.8],15.00605,25.79883
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00244,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,4054.0,4054 [3373-4825],3373.0,4825.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2002,2002,2002,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,15.59431,15.6 [13.4-18.0],13.38891,18.03553
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,63.16803,63.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.07431,0.1,,
